Data_Hora,IdTweet,Tweet,Candidato,Tweet_limpo,Sentimento_Final
2022-07-31 22:00:04+00:00,1553863087987515392,@LulaOficial https://t.co/u8KIItDwUe,Lula, ,Neutro
2022-07-31 22:00:03+00:00,1553863083851915265,"@alexandrekalil @LulaOficial A sobrevivência do país não, seja honesto, é a sobrevivência dos desmandos, o desespero está grande, é mi mi mi pra todos os lados. Mas vou lhe dar um  conselho. É melhor JAIR se acostumando. https://t.co/SJVfZOpMOX",Lula,"  a sobrevivência do país não, seja honesto, é a sobrevivência dos desmandos, o desespero está grande, é mi mi mi pra todos os lados. mas vou lhe dar um  conselho. é melhor jair se acostumando. ",Neutro
2022-07-31 22:00:02+00:00,1553863082509746177,"@AndresFGuevaraB Galeano y Mujica le corren al rojo , Lula lo medita; que quedara para estos rojos que ni siquiera tiraron una piedra por la revolucion ,se entregan por el cochino dolar que tanto denostaron.",Lula," galeano y mujica le corren al rojo , lula lo medita; que quedara para estos rojos que ni siquiera tiraron una piedra por la revolucion ,se entregan por el cochino dolar que tanto denostaron.",Neutro
2022-07-31 22:00:02+00:00,1553863081813590017,@JoaoEnsina @ThiagoResiste @LulaOficial https://t.co/PgUw9x6voq,Lula,   ,Neutro
2022-07-31 22:00:02+00:00,1553863078915330048,"@carlinha @LulaOficial Mulher tá demais mermo. Laranjeiraaaas 
Satisfeito sorri, quando chego ali…",Lula,"  mulher tá demais mermo. laranjeiraaaas satisfeito sorri, quando chego ali…",Neutro
2022-07-31 22:00:01+00:00,1553863078223220736,"@alertatotal @LulaOficial @jairbolsonaro @cirogomes Já vi analista ruim, mas tu tá de parabéns",Lula,"    já vi analista ruim, mas tu tá de parabéns",Neutro
2022-07-31 22:00:01+00:00,1553863077505875968,"Tinha também um tipo de lula, caracóis e outros animais marinhos. Espécies de até 183 milhões de anos. 

https://t.co/OTYYUZP7BA",Lula,"tinha também um tipo de lula, caracóis e outros animais marinhos. espécies de até 183 milhões de anos. ",Neutro
2022-07-31 22:00:01+00:00,1553863077300404226,"@edomilsonpapo10 Lula é pior, pq pensa igual, mas tem controle verbal e gestual perante o público. Psicopata mais refinado.",Lula," lula é pior, pq pensa igual, mas tem controle verbal e gestual perante o público. psicopata mais refinado.",Neutro
2022-07-31 22:00:01+00:00,1553863076805455872,"📝 🗣️ Em artigo para o Reconta Aí, @Maufalavigna escreve que Bolsonaro - atual candidato à reeleição - não enfrentará uma eleição sem a supressão do nome de Lula das cédulas.

Leia: ⏬ https://t.co/4S5GI2wcku",Lula,"📝 🗣️ em artigo para o reconta aí,  escreve que bolsonaro - atual candidato à reeleição - não enfrentará uma eleição sem a supressão do nome de lula das cédulas.leia: ⏬ ",Neutro
2022-07-31 22:00:01+00:00,1553863076256120840,@BiraFB @salseira @LulaOficial DILMA CAIU POR MENOS,Lula,   dilma caiu por menos,Neutro
2022-07-31 22:00:00+00:00,1553863072023986176,@alexandrekalil @LulaOficial O lalau do pcc te roubou @alexandrekalil,Lula,  o lalau do pcc te roubou ,Neutro
2022-07-31 21:59:59+00:00,1553863068970524681,"@LulaOficial Que vagabundo mentiroso.
Só vai em ambiente controlado com alguns gatos pingados. 
#capitaodopovo https://t.co/upA6M8xC4v",Lula, que vagabundo mentiroso.só vai em ambiente controlado com alguns gatos pingados.  ,Neutro
2022-07-31 21:59:58+00:00,1553863065740910594,"@LulaOficial Sim construiremos paredes e poremos grades p q possamos manter presos ou prender todos os políticos q surrupiaram a nação, foram desmandos, autoritarismos e corrupções descaradas em qs 20anos de presidentes q só se sucederam na destruição do país.
#anulalá #nulojá",Lula," sim construiremos paredes e poremos grades p q possamos manter presos ou prender todos os políticos q surrupiaram a nação, foram desmandos, autoritarismos e corrupções descaradas em qs 20anos de presidentes q só se sucederam na destruição do país. ",Neutro
2022-07-31 21:59:58+00:00,1553863063593517056,@raseng_a @WDordet Pensa mas não demora muito. Tu é engenheiro pesquisa fatos e dados!!! Tenho certeza que é pela industrialização e desenvolvimento do país! Essas são as bases do projeto do Ciro! Precisamos de ajuda pra bater o Lula no 2 turno!,Lula,  pensa mas não demora muito. tu é engenheiro pesquisa fatos e dados!!! tenho certeza que é pela industrialização e desenvolvimento do país! essas são as bases do projeto do ciro! precisamos de ajuda pra bater o lula no 2 turno!,Negativo
2022-07-31 21:59:57+00:00,1553863058484862976,@DeputadoFederal @LulaOficial Cadeia nele https://t.co/96ZCqajRfE,Lula,  cadeia nele ,Neutro
2022-07-31 21:59:55+00:00,1553863052570787841,"@LulaOficial Na fila da cara de pau, o Lula não deixou ninguém entrar , só ele, fominha.",Lula," na fila da cara de pau, o lula não deixou ninguém entrar , só ele, fominha.",Neutro
2022-07-31 21:59:54+00:00,1553863046552059904,"🤩63 DIAS🤩 
@LulaOficial 
#LulaNo1ºTurno https://t.co/NKyBROv31U",Lula,🤩63 dias🤩   ,Neutro
2022-07-31 21:59:53+00:00,1553863041959297027,@LulaOficial de volta para roubar,Lula, de volta para roubar,Neutro
2022-07-31 21:59:52+00:00,1553863039316795392,@CarmenaleSilva @Nilsonhandebol @LulaOficial @ptbrasil @la_verah,Lula,    ,Neutro
2022-07-31 21:59:52+00:00,1553863037567881216,"@PedroRonchi2 Odeio o Bozo, mas antes de falar dos outros, veja o que o Lula aprontou já...Foi tóxico com a esposa, tinha amante...é realmente a hipocrisia impera...",Lula," odeio o bozo, mas antes de falar dos outros, veja o que o lula aprontou já...foi tóxico com a esposa, tinha amante...é realmente a hipocrisia impera...",Neutro
2022-07-31 21:59:51+00:00,1553863034564743168,@LulaOficial Sempre em ambientes fechados. Tem medo do povo,Lula, sempre em ambientes fechados. tem medo do povo,Neutro
2022-07-31 21:59:51+00:00,1553863034489212928,@LulaOficial @gioewbank @brunogagliasso Como é fácil escolher um lado!!!! https://t.co/X5DpMSJp29,Lula,   como é fácil escolher um lado!!!! ,Neutro
2022-07-31 21:59:49+00:00,1553863025656041473,@LulaOficial https://t.co/QwlcYj415x,Lula, ,Neutro
2022-07-31 21:59:48+00:00,1553863022099431424,@LulaOficial @ricardostuckert Vc quer dizer sua conta bancária né....não conte com minha ajuda e milhões de brasileiros que descobriram suas mentiras e como Sr destruí nosso país .. mandando nossos dinheiro suado pelo impostos que pagamos....para os países esquerda/comunista que Sr é seu partido bancavam...,Lula,  vc quer dizer sua conta bancária né....não conte com minha ajuda e milhões de brasileiros que descobriram suas mentiras e como sr destruí nosso país .. mandando nossos dinheiro suado pelo impostos que pagamos....para os países esquerda/comunista que sr é seu partido bancavam...,Neutro
2022-07-31 21:59:48+00:00,1553863020421447682,"@pauloeneas ""Quem primeiro"" essa fala tem ar de imaturidade é o mesmo de dizer que um erro justifica o outro. Sinceramente você deveria sair do armário e falar abertamente que não se importa se Lula ganhar nesse momento como isentão só ajudará o lado esquerdo.",Lula," ""quem primeiro"" essa fala tem ar de imaturidade é o mesmo de dizer que um erro justifica o outro. sinceramente você deveria sair do armário e falar abertamente que não se importa se lula ganhar nesse momento como isentão só ajudará o lado esquerdo.",Neutro
2022-07-31 21:59:47+00:00,1553863019456765954,@guimaraes13PT @OAmorTriunfou @LulaOficial Um ícone Nacional!!!,Lula,   um ícone nacional!!!,Neutro
2022-07-31 21:59:47+00:00,1553863018131476481,@LulaOficial @dilmabr Mentiroso É VC.. nunca tiveram a intenção de terminar,Lula,  mentiroso é vc.. nunca tiveram a intenção de terminar,Neutro
2022-07-31 21:59:47+00:00,1553863017179365382,"@rennatodutra Tem que encher de petistas no Congresso e nos governos estaduais também. Lula não pode governar sozinho. Além do mais, acho justo todo esse congresso que não foi capaz de abrir impeachment contra um presidente que comete crimes diariamente, caia fora e não fique um.",Lula," tem que encher de petistas no congresso e nos governos estaduais também. lula não pode governar sozinho. além do mais, acho justo todo esse congresso que não foi capaz de abrir impeachment contra um presidente que comete crimes diariamente, caia fora e não fique um.",Negativo
2022-07-31 21:59:47+00:00,1553863015988068352,@casemiro_dr Jair já votou no Lula 🤣 https://t.co/jUKPjDSBrc,Lula, jair já votou no lula 🤣 ,Negativo
2022-07-31 21:59:46+00:00,1553863014553686016,"@BiraFB @salseira @LulaOficial Kkkkk 2014 eu tava era bem demais. Saudades dos tempos do pt, era feliz e não sabia kkkkkk",Lula,"   kkkkk 2014 eu tava era bem demais. saudades dos tempos do pt, era feliz e não sabia kkkkkk",Neutro
2022-07-31 21:59:46+00:00,1553863012796301312,"@LulaOficial @gioewbank @brunogagliasso Sim!! Mas
, primeiro, vamos terminar esta meta, que é um País sem corrupção.

Ou seja...

Vc não serve, Lula!",Lula,"   sim!! mas, primeiro, vamos terminar esta meta, que é um país sem corrupção.ou seja...vc não serve, lula!",Neutro
2022-07-31 21:59:44+00:00,1553863006764900353,@OlavoDiCarvalho @Nilsonhandebol @LulaOficial 🚩🚀,Lula,   🚩🚀,Neutro
2022-07-31 21:59:44+00:00,1553863006110482437,@LulaOficial https://t.co/Wv1lp8iopO,Lula, ,Neutro
2022-07-31 21:59:42+00:00,1553862997172535299,@AdePersonal1504 @hirlandia @jairbolsonaro A pronto agora eu sou lula pq não gosto do Bolsonaro kkkkkkkk,Lula,   a pronto agora eu sou lula pq não gosto do bolsonaro kkkkkkkk,Neutro
2022-07-31 21:59:42+00:00,1553862995213795329,@vtrzinXx @Melacoh @LulaOficial Conversa fiada!,Lula,   conversa fiada!,Neutro
2022-07-31 21:59:41+00:00,1553862991682183169,"Lula presta solidariedade a Ewbank, Gagliasso e filhos: ""Vamos construir um mundo sem racismo"" https://t.co/BA2SbKf7W4",Lula,"lula presta solidariedade a ewbank, gagliasso e filhos: ""vamos construir um mundo sem racismo"" ",Neutro
2022-07-31 21:59:40+00:00,1553862988741939200,"@guimaraes13PT Isso era ha 12 anos atras.
Ha 12anos atras os USA tinham inflacao quase 0.
Hoje é altissima pros padroes Americanos.
Na epoca de Lula que fez um bom1o governo, nao tinha Pandemia Covid19 nem Guerra da Ucrania com a Russia.
Por isso nao podemos comparar.",Lula," isso era ha 12 anos atras.ha 12anos atras os usa tinham inflacao quase 0.hoje é altissima pros padroes americanos.na epoca de lula que fez um bom1o governo, nao tinha pandemia covid19 nem guerra da ucrania com a russia.por isso nao podemos comparar.",Positivo
2022-07-31 22:00:17+00:00,1553863142639370240,"@jairbolsonaro Estou precisando de fogão e geladeira.maqyina de lavar nem pensar né,? A vida do pobre é muito difícil gente .o presidente tentaa .e a gente ? Consegue? Não conseguimos nem comer dira eletro domésticos...😰😢",Bolsonaro," estou precisando de fogão e geladeira.maqyina de lavar nem pensar né,? a vida do pobre é muito difícil gente .o presidente tentaa .e a gente ? consegue? não conseguimos nem comer dira eletro domésticos...😰😢",Neutro
2022-07-31 22:00:16+00:00,1553863139795603457,"Vc sabia? Bolsonaro sobre auxílio emergencial: 'Pede para o governador' 
 https://t.co/at9EpeB8sb",Bolsonaro,vc sabia? bolsonaro sobre auxílio emergencial: 'pede para o governador'  ,Neutro
2022-07-31 22:00:16+00:00,1553863139787214848,"Vc sabia? Governo Bolsonaro começou com um escândalo a cada três dias: Onyx, ex-mulher, ministros que tinham supersalários, açaí, ministra JBS... 
 https://t.co/UGdPV36XDp",Bolsonaro,"vc sabia? governo bolsonaro começou com um escândalo a cada três dias: onyx, ex-mulher, ministros que tinham supersalários, açaí, ministra jbs...  ",Neutro
2022-07-31 22:00:16+00:00,1553863137593532427,"Vc sabia? A comitiva presidencial de Jair Bolsonaro levou cocaína pra Europa 
 https://t.co/uYJT6365O2",Bolsonaro,vc sabia? a comitiva presidencial de jair bolsonaro levou cocaína pra europa  ,Neutro
2022-07-31 22:00:16+00:00,1553863137585233920,"Vc sabia? Flerte com o comunismo, diz conselheiro da Petrobras sobre Bolsonaro 
 https://t.co/p64X5BQXz6",Bolsonaro,"vc sabia? flerte com o comunismo, diz conselheiro da petrobras sobre bolsonaro  ",Neutro
2022-07-31 22:00:15+00:00,1553863137182597124,@mellojessica12 @tarcisiogdf @jairbolsonaro Belíssima,Bolsonaro,   belíssima,Neutro
2022-07-31 22:00:15+00:00,1553863136389783552,"Veja o que Jair M. Bolsonaro diz em sua conta no Twitter jairbolsonaro

E dados estatísticos dos dos últimos 7 dias:
Seguidores:8.514.403
Publicações: 56
Total de likes: 1.523.834
Total de retweets: 304.902

 #BolsonaroPresidenteAte2026 https://t.co/d33lqDO6RL",Bolsonaro,veja o que jair m. bolsonaro diz em sua conta no twitter jairbolsonaroe dados estatísticos dos dos últimos 7 dias:seguidores:8.514.403publicações: 56total de likes: 1.523.834total de retweets: 304.902  ,Positivo
2022-07-31 22:00:15+00:00,1553863134577922048,"@bolsonaro_1986 MPF,CORRE AQUI 😂😂😂😂😂",Bolsonaro," mpf,corre aqui 😂😂😂😂😂",Neutro
2022-07-31 22:00:13+00:00,1553863126575087617,"Lula fracassa como cabo eleitoral em estados-chave https://t.co/UjvIeZHu5P via @YouTube TEM QUE SER BOLSONARO SENÃO ESTAMOS FERRADOS COM A DITADURA QUE ELE JÁ FALOU EM ALGUNS DISCURSOS ANTERIORES,PENSEM COM CONSCIÊNCIA E PAIS QUE TEM FILHOS DE 16 ANOS ,SE QUISEREM TIRAR O TÍTULO",Bolsonaro,"lula fracassa como cabo eleitoral em estados-chave  via  tem que ser bolsonaro senão estamos ferrados com a ditadura que ele já falou em alguns discursos anteriores,pensem com consciência e pais que tem filhos de 16 anos ,se quiserem tirar o título",Neutro
2022-07-31 22:00:11+00:00,1553863120556359681,"@jairbolsonaro Confiança é igual Vidro, quebrou não remenda mais!!",Bolsonaro," confiança é igual vidro, quebrou não remenda mais!!",Neutro
2022-07-31 22:00:10+00:00,1553863115095347201,"@annya_bolsonaro Kkkkkkkkkk pelo jeito a véia tem dinheiro ou é retardada nivel hard, mas mandei pro zap pra verificar a veracidade",Bolsonaro," kkkkkkkkkk pelo jeito a véia tem dinheiro ou é retardada nivel hard, mas mandei pro zap pra verificar a veracidade",Negativo
2022-07-31 22:00:09+00:00,1553863109466628096,Por isso todo país quer um Bolsonaro pra chamar de seu.. https://t.co/9jYYPt1g20,Bolsonaro,por isso todo país quer um bolsonaro pra chamar de seu.. ,Neutro
2022-07-31 22:00:09+00:00,1553863108904599555,Desistiu de passar vergonha! Mais um traíra que fez fama agarrado ao nosso PR @jairbolsonaro… https://t.co/0y8miYCQcp,Bolsonaro,desistiu de passar vergonha! mais um traíra que fez fama agarrado ao nosso pr  ,Neutro
2022-07-31 22:00:08+00:00,1553863107797307400,Se é pro Roberto Jefferson então que Bolsonaro saia da eleição pq ele sabe o que fazer.,Bolsonaro,se é pro roberto jefferson então que bolsonaro saia da eleição pq ele sabe o que fazer.,Neutro
2022-07-31 22:00:07+00:00,1553863100306268161,@SF_Moro 🤣🤣🤣🤣 usando fala do Bolsonaro...além de traíra é sem criatividade.,Bolsonaro, 🤣🤣🤣🤣 usando fala do bolsonaro...além de traíra é sem criatividade.,Neutro
2022-07-31 22:00:05+00:00,1553863093549162498,@FlavioBolsonaro @jairbolsonaro 🇧🇷🆙Brazil,Bolsonaro,  🇧🇷🆙brazil,Neutro
2022-07-31 22:00:04+00:00,1553863087928885248,@Estadao Qual candidato que não quer estar do lado do Bolsonaro se bobear até esquerdalhas querem kkk próximo assunto.....,Bolsonaro, qual candidato que não quer estar do lado do bolsonaro se bobear até esquerdalhas querem kkk próximo assunto.....,Neutro
2022-07-31 22:00:02+00:00,1553863080983003139,Bolsonaro está certo da sua derrota,Bolsonaro,bolsonaro está certo da sua derrota,Neutro
2022-07-31 22:00:02+00:00,1553863079473172486,"VÍDEO 2,""""ACORDA BRASIL"""", ACORDA BRASIL, ACORDA BRASIL ENQUANTO AINDA HÁ TEMPO, BOLSONARO PRESIDENTE ATÉ 2026 ELEITO NO PRIMEIRO TURNO DAS ELEIÇÕES PRESIDENCIAIS, BRASIL ACIMA DE TUDO, DEUS ACIMA DE TODOS 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 https://t.co/IzZtndLnNY",Bolsonaro,"vídeo 2,""""acorda brasil"""", acorda brasil, acorda brasil enquanto ainda há tempo, bolsonaro presidente até 2026 eleito no primeiro turno das eleições presidenciais, brasil acima de tudo, deus acima de todos 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 🇧🇷 ",Negativo
2022-07-31 22:00:01+00:00,1553863078223220736,"@alertatotal @LulaOficial @jairbolsonaro @cirogomes Já vi analista ruim, mas tu tá de parabéns",Bolsonaro,"    já vi analista ruim, mas tu tá de parabéns",Neutro
2022-07-31 22:00:01+00:00,1553863076805455872,"📝 🗣️ Em artigo para o Reconta Aí, @Maufalavigna escreve que Bolsonaro - atual candidato à reeleição - não enfrentará uma eleição sem a supressão do nome de Lula das cédulas.

Leia: ⏬ https://t.co/4S5GI2wcku",Bolsonaro,"📝 🗣️ em artigo para o reconta aí,  escreve que bolsonaro - atual candidato à reeleição - não enfrentará uma eleição sem a supressão do nome de lula das cédulas.leia: ⏬ ",Neutro
2022-07-31 22:00:00+00:00,1553863074368602113,CONVENÇÃO DE APOIADORES DO CAPITÃO DO POVO JAIR BOLSONARO NO NORDESTE - ... https://t.co/6VZgECBfSZ via @YouTube,Bolsonaro,convenção de apoiadores do capitão do povo jair bolsonaro no nordeste - ...  via ,Negativo
2022-07-31 22:00:00+00:00,1553863072963407872,"⛔️ Ao facilitar compra de armas, Bolsonaro vira sócio do crime organizado.

❌ PCC utiliza liberação para compra de armamento por meio do chamado CACs, que abrange colecionadores, atiradores ou caçadores, para armar criminosos.

📲 Confira: https://t.co/aXnxxmxyXy",Bolsonaro,"⛔️ ao facilitar compra de armas, bolsonaro vira sócio do crime organizado.❌ pcc utiliza liberação para compra de armamento por meio do chamado cacs, que abrange colecionadores, atiradores ou caçadores, para armar criminosos.📲 confira: ",Negativo
2022-07-31 22:00:00+00:00,1553863071763931139,"@ClaraFernanndez Acho ótimo, desde que ele abra mão da candidatura antes do primeiro turno  favor do Bolsonaro.",Bolsonaro," acho ótimo, desde que ele abra mão da candidatura antes do primeiro turno  favor do bolsonaro.",Positivo
2022-07-31 21:59:59+00:00,1553863067477442563,#CapitaoNoPrimeiroTurno Foguete não tem ré!!! @jairbolsonaro,Bolsonaro, foguete não tem ré!!! ,Neutro
2022-07-31 21:59:56+00:00,1553863057494970369,@jairbolsonaro https://t.co/ayQvo0kXmP,Bolsonaro, ,Neutro
2022-07-31 21:59:56+00:00,1553863053757874177,@TradutordoBR @jairbolsonaro,Bolsonaro, ,Neutro
2022-07-31 21:59:55+00:00,1553863050775732224,"@jairbolsonaro O medo de não ser reeleito é grande, se não tava mandando um foda-se pro povo. Mas não se preocupe irá perder e a cadeia te espera.",Bolsonaro," o medo de não ser reeleito é grande, se não tava mandando um foda-se pro povo. mas não se preocupe irá perder e a cadeia te espera.",Neutro
2022-07-31 21:59:54+00:00,1553863046191251459,@jairbolsonaro Lembranças! https://t.co/RzSWRGdpFn,Bolsonaro, lembranças! ,Neutro
2022-07-31 21:59:54+00:00,1553863045180522496,"@EduardoDeCostas @BolsonaroSP Mas ele não tem mesmo! Controle direto do Estado no preço dos combustíveis é igual a Argentina hoje (vai pra lá qq coisa). Bolsonaro conseguiu a redução por mail indireto, só se informar.",Bolsonaro,"  mas ele não tem mesmo! controle direto do estado no preço dos combustíveis é igual a argentina hoje (vai pra lá qq coisa). bolsonaro conseguiu a redução por mail indireto, só se informar.",Negativo
2022-07-31 21:59:53+00:00,1553863044475805697,Brazilian President Jair Bolsonaro made some of his most menacing comments yet about the potential for chaos and even mass violence if he were to lose reelection later this year. https://t.co/IJLd0SH3Ol,Bolsonaro,brazilian president jair bolsonaro made some of his most menacing comments yet about the potential for chaos and even mass violence if he were to lose reelection later this year. ,Negativo
2022-07-31 21:59:53+00:00,1553863041766268931,"Motociata de Bolsonaro que ocorreu hoje em Londres 

Show!!
#BolsonaroNoPrimeiroTurno 
#capitaodopovo 🇧🇷🇧🇷🇧🇷 https://t.co/6ZEG1q8sQa",Bolsonaro,motociata de bolsonaro que ocorreu hoje em londres show!!  🇧🇷🇧🇷🇧🇷 ,Neutro
2022-07-31 21:59:53+00:00,1553863041082597385,"@Mclarenmp4aaa @carlos_soba @bibonunes1 1o Turno #PrefiroCiro, em caso de 2o Turno, votarei contra Bolsonaro.",Bolsonaro,"   1o turno  em caso de 2o turno, votarei contra bolsonaro.",Neutro
2022-07-31 21:59:52+00:00,1553863040319234051,@FlavioBolsonaro @jairbolsonaro https://t.co/MXtTj9Y9uG,Bolsonaro,  ,Neutro
2022-07-31 21:59:48+00:00,1553863022745210880,Léo Santana é pro Bolsonaro?,Bolsonaro,léo santana é pro bolsonaro?,Neutro
2022-07-31 21:59:48+00:00,1553863020287348736,"@_FridaFeminista Assino em baixo, defendendo bolsonaro genocida na cadeia.",Bolsonaro," assino em baixo, defendendo bolsonaro genocida na cadeia.",Neutro
2022-07-31 21:59:44+00:00,1553863004642476033,"@FaisirN Isto não passa de um movimento forçado, a espontaneidade passa longe deste pessoal, os líderes estão implorando, gastando centenas de quilos de mortadela, pão 🍞 e mais trintão e nem os gritos da plebe convencem a eles mesmos. Bolsonaro Reeleito Represidente em janeiro de 2023.",Bolsonaro," isto não passa de um movimento forçado, a espontaneidade passa longe deste pessoal, os líderes estão implorando, gastando centenas de quilos de mortadela, pão 🍞 e mais trintão e nem os gritos da plebe convencem a eles mesmos. bolsonaro reeleito represidente em janeiro de 2023.",Neutro
2022-07-31 21:59:43+00:00,1553862999185793028,@JosuePatriota Exatamente! Bolsonaro está na frente! E os lulistas nem querem ser assumidos como petistas! Que vergonha! 🤦‍♀️🤦🏿‍♂️,Bolsonaro, exatamente! bolsonaro está na frente! e os lulistas nem querem ser assumidos como petistas! que vergonha! 🤦‍♀️🤦🏿‍♂️,Neutro
2022-07-31 21:59:42+00:00,1553862997990326275,"@hoje_no Não se preocupem. Se tiver uma guerra entre Kosovo x Servia, o Bolsonaro liga lá e resolve o problema, assim como ele resolveu na Ucrânia. Deixem de alarmismo, tá tudo sobre controle.",Bolsonaro," não se preocupem. se tiver uma guerra entre kosovo x servia, o bolsonaro liga lá e resolve o problema, assim como ele resolveu na ucrânia. deixem de alarmismo, tá tudo sobre controle.",Positivo
2022-07-31 21:59:42+00:00,1553862997805654017,"Volunteer Fire Brigades Are Resisting Bolsonaro's Ecological Assault on Brazil: Truthout https://t.co/qhLskjJhIs 

MORE w/ EcoSearch: https://t.co/q2QUhXBGQn",Bolsonaro,volunteer fire brigades are resisting bolsonaro's ecological assault on brazil: truthout  more w/ ecosearch: ,Negativo
2022-07-31 21:59:42+00:00,1553862997172535299,@AdePersonal1504 @hirlandia @jairbolsonaro A pronto agora eu sou lula pq não gosto do Bolsonaro kkkkkkkk,Bolsonaro,   a pronto agora eu sou lula pq não gosto do bolsonaro kkkkkkkk,Neutro
